1634570548.521239466,trash_can,5.52814,2.22101
1634570549.684992705,trash_can,5.72705,2.22171
1634570550.721840791,trash_can,6.02764,2.21765
1634570551.854218374,trash_can,6.22563,2.215
1634570606.556176519,fire_hydrant,7.61117,8.57235
1634570636.680013183,kitchenette_icon,4.98027,17.187
1634570637.530631307,toilet_icon,3.19817,17.1922
1634570638.482466031,trash_can,6.14271,17.5863
1634570656.112059432,chair,-1.76608,17.8953
1634570657.356549133,trash_can,-2.05861,15.8633
1634570659.220431203,trash_can,-3.11152,16.065
1634570660.077869582,trash_can,-2.93634,15.9072
1634570660.080706965,chair,-2.07399,17.7024
1634570661.158428097,trash_can,-2.53103,15.8646
1634570665.566458312,fire_extinguisher,-4.59377,15.4648
1634570692.372458208,fire_hydrant,-7.9107,8.82046
1634570717.013751626,chair,-5.68628,0.413886
1634570718.757038716,chair,-5.51463,-1.20208
1634570745.707275502,fire_hydrant,-7.78991,-8.95269
1634570754.662430795,bench,-6.20482,-12.4315
1634570771.824402945,big_bench,-3.44075,-18.5231
1634570776.721698263,chair,-3.05306,-15.6447
1634570777.638119964,chair,-2.17573,-15.6569
1634570786.177310687,trash_can,1.83044,-15.9197
1634570791.533008088,bench,4.03144,-18.6866
1634570792.844106148,trash_can,2.42706,-15.8782
1634570792.844185675,trash_can,2.63483,-15.8734
1634570792.844203188,trash_can,3.13541,-15.8914
1634570795.169265387,fire_extinguisher,4.11487,-15.771
1634570816.562018248,fire_hydrant,7.79875,-9.57242